business_id,city,"attributes.Price Range",latitude,longitude,state
ZL6DNzyenFm9Kpz6uADlNg,Pittsburgh,2,40.450249,-79.9145,PA
uQJxkV5v60fNkrOj0J2sTw,Pittsburgh,2,40.4682663,-79.9191827,PA
BG4N0V93wml9kaU6YYRxRA,Pittsburgh,2,40.458577,-79.921053,PA
OcTG-KzDleuRub-pb6JS3Q,Pittsburgh,1,40.4852544,-79.9259754,PA
Y2p07YEC8xOsYTHWf0UxiA,Pittsburgh,1,40.458497,-79.9246661,PA
g58NW9q4F09wTMiI7EIjmg,Pittsburgh,1,40.4653904,-79.9229971,PA
Pu5uzlZ05pqVlx6LcZbfgw,Pittsburgh,2,40.4588237,-79.9223818,PA
83_p9vIqOq1TUIf3_GD7bA,Pittsburgh,1,40.4748883,-79.9188657,PA
Ts4xsKPU7FNPPZRj-nRjIg,Pittsburgh,2,40.4583902,-79.9255146,PA
UtWJ8NGMg-3z28s0RzlUoQ,Pittsburgh,1,40.4579893,-79.9181411,PA
bZcqORBnVApUA2-SEn7VEQ,Pittsburgh,1,40.4588455683,-79.9184470786,PA
YMEtEsUDQKOYJOcE5Fx3gQ,Pittsburgh,2,40.4754755,-79.9196258,PA
1IwQhGGOrVNGGQskR_3uLw,Pittsburgh,"",40.4609626,-79.9265025,PA
ZDKi3qsO8lSSogrIdbLJKg,Pittsburgh,1,40.4605052,-79.9253403,PA
B9C6j80ob0f1pwi1Cnnd1Q,Pittsburgh,2,40.4582251,-79.9251182,PA
wfCLz9-aeShbPB7CaTY-qQ,Pittsburgh,3,40.4585106475,-79.9288301986,PA
tvXTHj9V5sgRoeVJW_FiTg,Pittsburgh,2,40.4571291,-79.9334864,PA
2SwC8wqpZC4B9iFVTgYT9A,Pittsburgh,3,40.458138,-79.924797,PA
PzG0XmAmtXFs6Fdnubf41g,Pittsburgh,1,40.464485,-79.935388,PA
lHP5STO7aomlEQixH8m1aA,Pittsburgh,2,40.4572561,-79.9253542,PA
EPILrBqmgQxd-R1gZ1EWJg,Pittsburgh,1,40.4472143,-79.9051228,PA
-iVcmhjfq79QoTWzrb6pKg,Pittsburgh,2,40.4481991,-79.8954753,PA
l_Wey2YC6NvVUIH8vTygGg,Pittsburgh,2,40.4578038,-79.9274383,PA
XWLtYPhCpHht5Zn52zp3-Q,Pittsburgh,"",40.446587,-79.902277,PA
Y3E5QDlKmjHD2zOSPASFIA,Pittsburgh,1,40.415694,-79.98694,PA
2PfavOTufsPCRdYm-bFcpw,Pittsburgh,1,40.4115087,-79.9558863,PA
RqWF79LfzXl0PAN_hVCa2Q,Pittsburgh,2,40.415053,-79.987206,PA
W7-Ybhe6JWJFXjcbmgvdyA,Pittsburgh,1,40.4146974,-79.9876465,PA
qUeBDN0D8SC93KeAHhiL-g,Pittsburgh,4,40.4216133,-79.9934293,PA
YXuvFMtygHPFEOEXgRtgLQ,Pittsburgh,1,40.4218885,-79.992839,PA
LltDzuzRbAJbSrqD4JH-3A,Pittsburgh,2,40.3919558,-79.9874081,PA
VkqKyq09rDYMhFk5nElWWA,Pittsburgh,2,40.393115,-79.986911,PA
QIJa5h2d65Bgh82zct7c7A,Pittsburgh,1,40.3886503,-79.9965975,PA
PTkChuI3GPCw-ZL1Iph76A,Pittsburgh,1,40.3922377,-79.997446,PA
BbIh5NTizhV4Fq_mLmNkpg,Pittsburgh,1,40.387167,-79.98224,PA
Ga0y-XHa4os_VvoHz21bfQ,Pittsburgh,2,40.396531,-79.987919,PA
YRDKsBFYP7G0E8BLJKIkvA,Pittsburgh,2,40.4531335,-80.0013672,PA
IxQ1ATP_Wg_QujO9nywzcQ,Pittsburgh,2,40.4551576,-79.999728,PA
TyIsuojeKcTb4Acfg7xqew,Pittsburgh,1,40.4541341,-79.9981189,PA
oj8bMz76cKXQClpFTFNW9w,Pittsburgh,1,40.4535473,-79.9992608,PA
hBAcj7X5JHeX2hvmptwH-w,Pittsburgh,2,40.4523049,-79.9981599,PA
L6yf7W3uvCHdLrmLmPLJ8Q,Pittsburgh,1,40.4959456,-79.9606482,PA
k1A8pNspBPinGDivxkuDSA,Pittsburgh,2,40.4489884,-80.0088714,PA
-nO_qj9eP-os3baYyh8eNA,Pittsburgh,"",40.455833,-80.006512,PA
e5DtayybW4jbKcDBwEUmOQ,Pittsburgh,1,40.452646,-79.993788,PA
Z7HNl4Gz00cA0_wt0S-vSw,Pittsburgh,1,40.4621686,-80.0190648,PA
CqHTknOJHZZncWzGtpbNsA,Pittsburgh,1,40.4620001,-79.9838764,PA
OjzR6hUYasFReo0vhVn0-w,Pittsburgh,2,40.455167,-79.994957,PA
6AnorAMPkTdSDbUkOoV1Rw,Pittsburgh,2,40.4645128,-79.9823112,PA
49nxzKLr2qQnLF58qo2p1w,Pittsburgh,1,40.4550779,-79.9913252,PA
rEKBr81s19Soh3dYj4bcGQ,Pittsburgh,2,40.4563367,-80.0071993,PA
q_BKmbdlYfQJroJVHfYMUQ,Pittsburgh,2,40.4566092,-80.0015054,PA
zq--BGVHu7_fb1VHEwg2ow,Pittsburgh,2,40.4567347,-80.0106967,PA
99WYCuBEsO7OUCDWbbrrew,Pittsburgh,1,40.4500892,-80.0181629,PA
cZl7-Um4HiJWFgDVmMan2Q,Pittsburgh,2,40.4513311,-80.0010493,PA
9jkxYkOOLge89D3KHrrNsw,Pittsburgh,1,40.4542039,-80.000579,PA
vMCCvnDU-Iz_D_pmbcMqzA,Pittsburgh,1,40.4534897,-80.0012207,PA
xMekAmDsCdhk21Buf9ucSQ,Pittsburgh,1,40.4518432,-80.0067586,PA
hUV4bjXE8Ijd-pDNr8S6mA,Pittsburgh,1,40.455929,-80.0065429,PA
Od9niVya8G5BD3a1l2ss-g,Pittsburgh,1,40.4534811,-79.9994015,PA
Z101WZaISochG6g7tI2ZVw,Pittsburgh,2,40.4480678,-80.0042395,PA
Eixtf79t1_ZKaC-7J2kAWg,Pittsburgh,1,40.4535915,-80.0008071,PA
Z0OGW8PysysRXE0dR7QxQQ,Pittsburgh,2,40.4562032,-80.0144357,PA
5GS5sBSscgcex0IFTDL9Bg,Pittsburgh,"",40.4459596592,-80.0169205774,PA
I9-Ei8_KYtMjbixNJSCvwA,Pittsburgh,1,40.4534946,-79.9993338,PA
fB7XYJYrTtchlTmzSQVMbQ,Pittsburgh,"",40.4479264,-80.0044819,PA
yfuoL_w76WFVHcGJbw0IIg,Pittsburgh,2,40.484693,-80.0355244,PA
obAdXU3RULuUOww759_h_w,Pittsburgh,1,40.481272,-80.041641,PA
AAcw9y30cRuMo0oa8UBiIw,Pittsburgh,2,40.4763098,-80.0311303,PA
YUZVBdGmagwXV-yOhR-1GQ,Pittsburgh,2,40.4851129,-80.0416964,PA
OIL-eZX8d10jgWPLW-E7zA,Pittsburgh,1,40.4810675,-80.0413982,PA
N2DwycuZl95miWf39Yskaw,Pittsburgh,2,40.4899802,-80.0182188,PA
PSlOtPIo28BvWOzdLmRRRQ,Pittsburgh,1,40.3959965,-80.0350383,PA
7KjZ49Xrb6QWjnu5NlxzVw,Pittsburgh,1,40.3948144,-80.034142,PA
9NL2GL4jSPVj9SKijH5PqA,Pittsburgh,2,40.3996765,-80.0434133,PA
f0Sz4efqcGDO45fNyIuD3w,Pittsburgh,2,40.3992789,-80.0445647,PA
uie9L4ZrCvDdkSdByOVTLQ,"Mount Lebanon",2,40.388732,-80.0496341,PA
wan0X-oHpLgGTPXqaICZCw,Pittsburgh,1,40.409125,-80.024957,PA
QnyzlVMyx0Exri-Lay10cA,Pittsburgh,2,40.3885629,-80.0493898,PA
81sqVj0xHyJXGYT0ip5fmQ,Pittsburgh,2,40.38892,-80.049921,PA
Wn5bLgkx_S7W1q2TeoLL1g,Pittsburgh,1,40.395289,-80.0348997,PA
m61vZsAxmTEq3uiCjFjM8Q,Pittsburgh,1,40.3942666,-80.0350906,PA
WY6FFxpa6ztwDH5OhS6WDw,Pittsburgh,2,40.3953847,-80.0349637,PA
93UCt9OgWYmypZCpXtUu8g,Pittsburgh,1,40.4127159,-80.0303354,PA
LV_OCiR9rOHVHgdhbpqw2Q,Pittsburgh,1,40.3884145,-80.0498073,PA
cRv7pLvIe3eI0efndQBcLg,Pittsburgh,2,40.4010646,-80.0434725,PA
za5fND9-pXyVSk5rM28MsQ,Pittsburgh,"",40.3930433,-80.0366408,PA
ORTRrw3ClZ0Ld0LgY1H_5g,Pittsburgh,1,40.3957953,-80.0335782,PA
9aw0t0rlACKkMaxsX0KlKA,Pittsburgh,1,40.3959782,-80.0464983,PA
5Udv4CASAXB2eH66TefWPQ,Pittsburgh,2,40.3897336,-80.0409102,PA
2Igiyhi82R8_QaaPplRmCw,Pittsburgh,1,40.396012,-80.034727,PA
Cex2R008tMFg8R5fAtf77w,Pittsburgh,1,40.3966306,-80.0357966,PA
n7G2XFGvmS3duDJ4AzjKiQ,Pittsburgh,2,40.420335,-80.030114,PA
8tBfgYCI6Fz9xrSYCYCYXA,Pittsburgh,1,40.420335,-80.030114,PA
Tb7hQ37UFA2QFaMwjFieQw,Pittsburgh,"",40.414716,-80.03063,PA
21hqlWgjmNgW4pBZJDuziQ,Pittsburgh,1,40.4100066,-80.0249876,PA
qemCNgjeYGcFsRwxW9x4xw,Pittsburgh,2,40.3886105,-80.0499034,PA
iudRNo5Q8W7firUBYJEqQQ,Pittsburgh,2,40.388527,-80.0495449,PA
WxN-aV_puFazt3UGNLlw0A,Pittsburgh,2,40.4315631,-79.8933854,PA
2X5G4Ujq0s4Wfn4TC7gX0g,Pittsburgh,2,40.432022,-79.893834,PA
evIbqjnN4ePd9eT4L4WsIw,Pittsburgh,1,40.4213571,-79.8975426,PA
7lDNKKxMV84KIS1OVZOepw,Pittsburgh,"",40.4325271,-79.8939064,PA
XQ7elqSFIRogvqpiTZz-Wg,Pittsburgh,2,40.432599,-79.894243,PA
JL5B_s1EoN4zIru4JSw4Qg,Pittsburgh,1,40.427135,-79.890649,PA
D9sHwmqlNkrVxmX-057i1g,Pittsburgh,1,40.4323844,-79.8939504,PA
IafkUjO5CiXAu9LfB4_Sgg,Pittsburgh,1,40.421259,-79.890285,PA
OS1fGOcx_Erie5gujWIFNQ,Swissvale,1,40.422307,-79.8893217,PA
DzOPHyrG2XuVqKEvHCnN7w,Pittsburgh,1,40.4175696,-79.8879525,PA
nqRNOug4OMrYTTZg-qLxXA,Swissvale,2,40.4209717,-79.886521,PA
_8xYpVdKMllhuuf4PIvq8w,Pittsburgh,2,40.425271,-79.888584,PA
K8Ebs8G1rwc3DBdznHvDxg,Pittsburgh,1,40.42523807,-79.8883623271,PA
h3la53L9-OX_HlfeAySh0Q,Pittsburgh,2,40.4273028,-79.8886844,PA
1vQLTKwmcmZXtNzfKEvMmA,Pittsburgh,3,40.392287,-80.070269,PA
hhNlQWaKqGbMPoeZHoL-IQ,Pittsburgh,2,40.3906976,-80.070806,PA
GEw1pLdbMlJecvQkKBIgSw,Pittsburgh,1,40.3954394,-80.0657414,PA
tRhwP2jCg_lI1BrjdscNbw,Pittsburgh,2,40.3915059,-80.0594902,PA
zvqxmVZgJ0XpJfb1Xn5jKQ,Pittsburgh,2,40.3923379,-80.0662223,PA
SgQYRICpMdWCmY7wM2Cmcw,Pittsburgh,2,40.3932957,-80.0656653,PA
m0QsJDntW1MrWCxBVFwuAg,Pittsburgh,2,40.392802,-80.062098,PA
uwiD9jxs09xxXG0by_xKuA,Pittsburgh,1,40.392551,-80.061579,PA
WqFUBvfxgUHjQVK2VSKpdg,Pittsburgh,1,40.3940541213,-80.0624700578,PA
mrbfnIXD5U4pMxuZgKedOw,Pittsburgh,2,40.3923379,-80.0662223,PA
f0eAe5PZMy_MEvxEEBYAcQ,Pittsburgh,2,40.3923379,-80.0662223,PA
sNmQJQWEVGheCnw5Tf4Phg,Pittsburgh,2,40.395932,-80.067397,PA
jrSGpWnVJy8jqgN6XSC7Nw,Pittsburgh,3,40.4168479,-80.0453929,PA
EtnMSBRlMQWrdTla-jz9RA,Pittsburgh,1,40.4356718,-80.0340934,PA
KZXtzoI84iI1CEcAnD7OPA,Pittsburgh,2,40.4210420362,-80.0501069554,PA
zhQzX3CxM0tdBXwGUWmxGA,Pittsburgh,1,40.441776,-80.047466,PA
zpNGtjBlIkDq_PLGSCPlAg,Pittsburgh,2,40.4198341,-80.0456525,PA
ZS7-I04iDm4oRP_GJsJqrA,Pittsburgh,1,40.418092,-80.0460082,PA
xSYGuHecEWP7At0HYbO5Jg,Pittsburgh,1,40.4184713,-80.0454038,PA
7ijQJV72aBrEoJCtTBCHxw,Pittsburgh,2,40.440177,-80.0021399,PA
FtjvnLhh51ZBYEpKAARaFQ,Pittsburgh,2,40.4483207,-80.0043186,PA
z4cCguoHdU48pj6sXMIzqg,Pittsburgh,3,40.4441681,-79.994852,PA
sbTF0cLKZH6_BP8BLARVDg,Pittsburgh,3,40.4439388,-80.0006057,PA
OxIeMVcop5oxBUWANi-1Rw,Pittsburgh,2,40.4429033,-80.0025614,PA
imzKM9-mgN1Yk_RIXx3IgA,Pittsburgh,1,40.450964,-79.984628,PA
1n0n_-Iz0e3iVpH8sereiA,Pittsburgh,"",40.458139,-79.928437,PA
IEHaU93HpEbdUO4z4bKzDw,Pittsburgh,1,40.4540368,-79.9814643,PA
9D4PMia-8WqCYXnr7TM0Pw,Pittsburgh,1,40.4503157,-79.9854415,PA
NeUf9FyCCIN4MEseNyqkXQ,Pittsburgh,1,40.440287,-80.002585,PA
JcP-IIrZkW_Yyv4a0yLRCw,Pittsburgh,1,40.4077836,-80.0930463,PA
4LcFKTr6Ah87VcxW2z5e6w,Pittsburgh,1,40.4422917,-79.9989455,PA
buVALudg30kgkDusqB3yJw,Pittsburgh,1,40.4514856,-79.9834035,PA
wHi8ODv7TGmeUB02XoX-mA,Pittsburgh,2,40.4505899,-79.9842832,PA
J7I85lTCEGr9-qp6AXPUjQ,Pittsburgh,1,40.441253,-80.0030696,PA
WXpi9z1bqF9raZSW8z70Ow,Pittsburgh,1,40.4432077,-80.0021285,PA
j7kgLc4Uys_sb-H7_Velcg,Pittsburgh,1,40.4442087,-79.9946687,PA
DhDNNHZtaBxYNSqJz64ixg,Pittsburgh,1,40.4400655,-80.0025144,PA
PxP19Rb88OQKiSMl2oWNsg,Pittsburgh,2,40.4432466658,-80.0022544159,PA
9mwShpTgZofOujt4JfyGmw,Pittsburgh,2,40.455916,-79.979271,PA
IXBN4eEqgNNGFA15xCTMgQ,Pittsburgh,2,40.4542069,-79.979898,PA
90Fqfzd8zD9AuuNBSv9lAg,Pittsburgh,4,40.442533,-80.000855,PA
DHAq_WmQwjk7gviKXwqnjg,Pittsburgh,1,40.4504367,-79.9852163,PA
pfS0Bd-sXZyMNr73kJPeaw,Pittsburgh,1,40.442222,-80.0044807,PA
shrMOQmX_SX-KualwYoAzA,Pittsburgh,1,40.4413521,-79.9980174,PA
KEzIorUdFjqCuxbRxKPghA,Pittsburgh,1,40.4403955,-80.0010018,PA
pvGT62T6Ci1LKOS9DL42pg,Pittsburgh,1,40.436969,-80.0004543,PA
SWzCFTM7KHc-MncD6xxOYQ,Pittsburgh,1,40.4514869,-79.9828538,PA
FsY-8nYOCXyj9FoVxbjzTQ,Pittsburgh,2,40.471965,-80.037607,PA
DAOt75CziuEyRyEH2hQ2JQ,Pittsburgh,1,40.441944,-80.003333,PA
OT3yVpDrDVITDCIYox8d9A,Pittsburgh,2,40.43866,-80.005135,PA
lVB0HB2PxC9OTtMcz0wagA,Pittsburgh,1,40.449767,-79.986418,PA
8AskFIgGxqNb8RbcDCAfmA,Pittsburgh,1,40.4395902449,-79.9992012978,PA
A2XkbJ07hrR80t0EFgLikQ,Pittsburgh,1,40.442558,-79.997214,PA
fVRGT6shuyHPLzKikZsD0g,Pittsburgh,"",40.4417491,-79.9971122,PA
3jPNfiRYdu-tlJM4OGF3og,Pittsburgh,"",40.4442087,-79.9946687,PA
L5387MoRyx9orlRyYfCSPA,Pittsburgh,2,40.450111,-79.9858749,PA
8BUJXN2fU15kclyTA3KhAw,Pittsburgh,2,40.4493873,-79.9861731,PA
dHDi4wCcjsOR6vcZ8oOIoA,Pittsburgh,2,40.4464777,-79.9916741,PA
41CXLCeB8z2oNdIOvnrzIA,Pittsburgh,2,40.4634021,-79.9776298,PA
YKQ09HGeV3_oiKp8NK7Zqg,Pittsburgh,1,40.4504428,-79.9844821,PA
OhwF2JDqlYMZl5Rp3WRBog,Pittsburgh,1,40.4421708,-79.9990003,PA
l2gPB9mqiHSbpwSUa7zrjg,Pittsburgh,2,40.443577,-80.000162,PA
gfpl_GyyY5uj6zJnIdzImQ,Pittsburgh,2,40.441888,-80.003443,PA
l-OmDgEd4QkZpyXVpkp2yA,Pittsburgh,2,40.4421419,-79.996955,PA
0FgwBx7pgmNdUtsd_T8UYQ,Pittsburgh,4,40.4394267,-80.0038037,PA
SzHTdZR3yY1WBYUxkVxmUQ,Pittsburgh,2,40.4389116,-80.0032374,PA
WzQrtfz7DSQEv2CK82zhcg,Pittsburgh,1,40.4437866,-79.9957155,PA
gFT2yXDXJ1qfuGOSfSU5Bw,Pittsburgh,2,40.4519376,-79.9831293,PA
cg8b1FGcl-Sytfa8UlCcjg,Pittsburgh,1,40.440125,-80.0026889,PA
UQSGL98JH8346Uv9B9Ec0g,Pittsburgh,1,40.4507487,-79.9848259,PA
kj3qws3WSMgOotUeACSdFA,Pittsburgh,1,40.4570498,-79.9756514,PA
xgcZN3F2f9LxLASQK_xzhw,Pittsburgh,1,40.4582377,-79.97509,PA
_aGVicux2dJm9sqzLSCJtg,Pittsburgh,1,40.4427514,-79.9997098,PA
uUorjstNslr3gkIsVGtQAg,Pittsburgh,2,40.4431765,-80.0042813,PA
GSiHJG8LqTn5ZQAY1r9q9w,Pittsburgh,1,40.4434132,-79.9961509,PA
0Lsd35rHY6UtPFHjjxJ1LA,Pittsburgh,3,40.441207,-80.0031108,PA
Bza-l75OiKcMRmTYILpyfQ,Pittsburgh,1,40.4422344518,-79.9971354078,PA
-TSFapUMwdyyxoi2egkOhw,Pittsburgh,1,40.439202,-79.9989485,PA
-nfzEVOVvmDSFbxvBsllGQ,Pittsburgh,2,40.4436238,-79.9963285,PA
HmG9zkBtRwttGE291q9b6g,Pittsburgh,2,40.4514312,-79.983917,PA
1E53rS8afK2jiLod8Jwy7A,Pittsburgh,1,40.4428479,-80.0031124,PA
j0uzPYXgu-hmkvuGnj-B1w,Pittsburgh,1,40.444221,-79.997341,PA
tyXvO1G2qK3MUfaap30auw,Pittsburgh,2,40.4512257,-79.9833014,PA
niW0ggRVPW5fafcfImdK7w,Pittsburgh,2,40.4512014,-79.9834072,PA
AH1PrZQDIdjpKgy1z8XxUg,Pittsburgh,1,40.4387143,-79.9994904,PA
TASUnYvk_nvTUyKtroCJSA,Pittsburgh,2,40.450211,-79.98572,PA
XmdTkxKyJd7TuDLoiic1kg,Pittsburgh,3,40.4484631,-79.9894086,PA
HDTv_rnmSL8AQ04_zTWARA,Pittsburgh,2,40.4484631,-79.9894086,PA
nBl_NeArpL08MpoghDiA_A,Pittsburgh,2,40.4398391119,-80.0028862632,PA
J011r7mUV1QhgLJ7GkrtMw,Pittsburgh,1,40.450237,-79.985665,PA
-KQ283hJkBO12u8XOrlCcQ,Pittsburgh,1,40.4410134,-80.0019815,PA
SvoJ3Y3uqDfB4iGUaWXh8Q,Pittsburgh,1,40.44389,-79.9985899,PA
CoeLG9kcKiJQL3TfuAjQUg,Pittsburgh,1,40.4434471,-79.9969003,PA
6xEl2PDJulIp1PfWqa7-aA,Pittsburgh,2,40.4534271,-79.9809286,PA
GHfBR9yVXkLeKgobH52Jiw,Pittsburgh,2,40.4421081994,-80.0016406431,PA
GQloL8yRHymE0SGZq-B0zQ,Pittsburgh,1,40.4519288,-79.9824216,PA
Lm_mR5xDF91OeZw97ch41g,Pittsburgh,2,40.4432622,-80.0026232,PA
aj4XHn7jZ48euP4g8ape-Q,Pittsburgh,1,40.4380683,-80.0043039,PA
-v31BEquLxeVPgvFHburUQ,Aspinwall,1,40.4905179,-79.9040162,PA
E_-4Y9vn-u-dPgp33TLRUQ,Pittsburgh,2,40.4610792,-79.9479205,PA
9dRhseYpES0LO0iNDLHtrg,Pittsburgh,"",40.4654547,-79.9447111,PA
KnlNwiIELDWAR686Bk2WJg,Pittsburgh,1,40.462831,-79.9516804,PA
XzaJf6WzpU7RsXTXzx72Xg,Pittsburgh,2,40.456227,-79.940241,PA
Msfys8NloDpAsWmhvC9T6A,Pittsburgh,1,40.4611862,-79.9477047,PA
PTS4MxQel-xzj5qWxVn3LQ,Pittsburgh,1,40.4608026,-79.9479065,PA
IvgKdlte_JNdd17XRxkOrg,Pittsburgh,1,40.4659283,-79.9548907,PA
xAtaxa8D7Sv58q94OMaNCA,Pittsburgh,1,40.4615624,-79.9493611,PA
bDK_jzy3Shx7jfn8_plNoA,Pittsburgh,2,40.4626986,-79.9515229,PA
PhIGoo9g6GBrqgH_6yZXXQ,Pittsburgh,2,40.4649763,-79.9412031,PA
uBW3PIKqc-_eyG1_vdJn1w,Pittsburgh,1,40.4653958,-79.9445114,PA
DsxLIr-b6WlDn9YNsVBu_A,Pittsburgh,1,40.4618603,-79.948546,PA
FD6OocZdFUfE2J5H0WN4fA,Pittsburgh,1,40.4614622,-79.9481741,PA
LN3OCT1xOedbf65xKzFSNw,Pittsburgh,2,40.4657149,-79.953504,PA
CW4Qx9vk9D1o47Qgld5PLA,Pittsburgh,1,40.4606591,-79.9475978,PA
tQpYnf3P3Q_OQLYYJvlV-A,Pittsburgh,1,40.4636708,-79.948991,PA
KH6stvNdq_aV0HvKw8P5yA,Pittsburgh,1,40.4620697,-79.9493553,PA
34TBKRXYq1JHe4kYlHW2Eg,Pittsburgh,1,40.461657,-79.94854,PA
gQ3vh3Gyq6q48bdsrgLOyw,Pittsburgh,"",40.4622409,-79.9506886,PA
nUISXnW2Jo9ovnoFBIUY_Q,Pittsburgh,2,40.4611146,-79.9485427,PA
dxCqGkhtXq-9fYEsX7Mf6Q,Pittsburgh,1,40.4653036,-79.9559332,PA
